"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"469","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100)","2/73",0.0428247552064651,0.136729405717137,0,0,6.35051216389245,20.0081709818796,"TGFB3;THBS1"
"470","regulation of BMP signaling pathway (GO:0030510)","2/73",0.0428247552064651,0.136729405717137,0,0,6.35051216389245,20.0081709818796,"FZD1;HTRA1"
"471","intracellular steroid hormone receptor signaling pathway (GO:0030518)","2/73",0.0428247552064651,0.136729405717137,0,0,6.35051216389245,20.0081709818796,"FHL2;PMEPA1"
"472","antigen processing and presentation of exogenous antigen (GO:0019884)","3/173",0.0432590887835345,0.136729405717137,0,0,4.00405679513185,12.5749322491135,"ITGB5;SEC61G;SEC61B"
"473","positive regulation of granulocyte differentiation (GO:0030854)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"RUNX1"
"474","nuclear envelope reassembly (GO:0031468)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"LMNA"
"475","mitotic nuclear envelope reassembly (GO:0007084)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"LMNA"
"476","nucleoside diphosphate biosynthetic process (GO:0009133)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"AK1"
"477","lens fiber cell development (GO:0070307)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"VIM"
"478","regulation of macrophage chemotaxis (GO:0010758)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"THBS1"
"479","positive regulation of tumor necrosis factor biosynthetic process (GO:0042535)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"THBS1"
"480","regulation of calcineurin-NFAT signaling cascade (GO:0070884)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"IGF1"
"481","negative regulation of cardiac muscle tissue growth (GO:0055022)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"TGFBR2"
"482","regulation of T cell tolerance induction (GO:0002664)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"TGFBR2"
"483","positive regulation of interleukin-8 secretion (GO:2000484)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"F2R"
"484","positive regulation of vasculogenesis (GO:2001214)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"CD34"
"485","nucleobase catabolic process (GO:0046113)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"DPYSL3"
"486","regulation of axon regeneration (GO:0048679)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"SPP1"
"487","regulation of neuron projection regeneration (GO:0070570)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"SPP1"
"488","positive regulation of macrophage activation (GO:0043032)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"THBS1"
"489","cytokine production involved in immune response (GO:0002367)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"GAS6"
"490","regulation of female gonad development (GO:2000194)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"RUNX1"
"491","positive regulation of keratinocyte differentiation (GO:0045618)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"NME2"
"492","midgut development (GO:0007494)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"ALDH1A2"
"493","positive regulation of odontogenesis (GO:0042482)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"CD34"
"494","terpenoid biosynthetic process (GO:0016114)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"ALDH1A2"
"495","maintenance of protein localization in endoplasmic reticulum (GO:0035437)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"KDELR3"
"496","cranial suture morphogenesis (GO:0060363)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"TGFB3"
"497","negative regulation of fibrinolysis (GO:0051918)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"THBS1"
"498","peripheral nervous system neuron development (GO:0048935)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"RUNX1"
"499","regulation of mononuclear cell migration (GO:0071675)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"THBS1"
"500","positive regulation of protein import into nucleus, translocation (GO:0033160)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"IGF1"
"501","negative regulation of heart growth (GO:0061117)","1/10",0.0441090999770031,0.136729405717137,0,0,24.8451935081149,77.5440643631516,"TGFBR2"
"502","hematopoietic or lymphoid organ development (GO:0048534)","3/175",0.0445036917263807,0.137677755480218,0,0,3.95709703287891,12.3152106417957,"CD34;RUNX1;TGFBR2"
"503","positive regulation of lymphocyte differentiation (GO:0045621)","2/75",0.0449617118829638,0.138818168099886,0,0,6.17590286425903,19.1573048246926,"GAS6;TGFBR2"
"504","regulation of JAK-STAT cascade (GO:0046425)","2/76",0.0460447947733601,0.141599141154511,0,0,6.09213759213759,18.7524558006179,"F2R;IGF1"
"505","myeloid leukocyte migration (GO:0097529)","2/76",0.0460447947733601,0.141599141154511,0,0,6.09213759213759,18.7524558006179,"DPYSL3;SPP1"
"506","protein localization to plasma membrane (GO:0072659)","2/77",0.047137471287742,0.142937263536309,0,0,6.01060606060606,18.3605203488149,"GAS6;VAMP5"
"507","regulation of smooth muscle cell proliferation (GO:0048660)","2/77",0.047137471287742,0.142937263536309,0,0,6.01060606060606,18.3605203488149,"IGF1;TGFBR2"
"508","palate development (GO:0060021)","2/78",0.0482396353023292,0.142937263536309,0,0,5.93122009569378,17.9809343306239,"TGFB3;TGFBR2"
"509","regulation of cell-matrix adhesion (GO:0001952)","2/78",0.0482396353023292,0.142937263536309,0,0,5.93122009569378,17.9809343306239,"MMP14;THBS1"
"510","positive regulation of leukocyte migration (GO:0002687)","2/78",0.0482396353023292,0.142937263536309,0,0,5.93122009569378,17.9809343306239,"GAS6;THBS1"
"511","positive regulation of steroid hormone secretion (GO:2000833)","1/11",0.0484127499163546,0.142937263536309,0,0,22.3595505617978,67.7045418329692,"RUNX1"
"512","regulation of peroxisome proliferator activated receptor signaling pathway (GO:0035358)","1/11",0.0484127499163546,0.142937263536309,0,0,22.3595505617978,67.7045418329692,"PTGIS"
"513","mast cell activation involved in immune response (GO:0002279)","1/11",0.0484127499163546,0.142937263536309,0,0,22.3595505617978,67.7045418329692,"S100A13"
"514","negative regulation of pathway-restricted SMAD protein phosphorylation (GO:0060394)","1/11",0.0484127499163546,0.142937263536309,0,0,22.3595505617978,67.7045418329692,"PMEPA1"
"515","positive regulation of SMAD protein import into nucleus (GO:0060391)","1/11",0.0484127499163546,0.142937263536309,0,0,22.3595505617978,67.7045418329692,"TGFB3"
"516","negative regulation of phosphatidylinositol 3-kinase signaling (GO:0014067)","1/11",0.0484127499163546,0.142937263536309,0,0,22.3595505617978,67.7045418329692,"SERPINE2"
"517","positive regulation of endothelial cell apoptotic process (GO:2000353)","1/11",0.0484127499163546,0.142937263536309,0,0,22.3595505617978,67.7045418329692,"THBS1"
"518","epithelial cell differentiation involved in kidney development (GO:0035850)","1/11",0.0484127499163546,0.142937263536309,0,0,22.3595505617978,67.7045418329692,"CD34"
"519","angiogenesis involved in wound healing (GO:0060055)","1/11",0.0484127499163546,0.142937263536309,0,0,22.3595505617978,67.7045418329692,"CD34"
"520","basic amino acid transport (GO:0015802)","1/11",0.0484127499163546,0.142937263536309,0,0,22.3595505617978,67.7045418329692,"SLC7A2"
"521","cellular response to prostaglandin stimulus (GO:0071379)","1/11",0.0484127499163546,0.142937263536309,0,0,22.3595505617978,67.7045418329692,"TNC"
"522","regulation of timing of cell differentiation (GO:0048505)","1/11",0.0484127499163546,0.142937263536309,0,0,22.3595505617978,67.7045418329692,"SERPINE2"
"523","mast cell degranulation (GO:0043303)","1/11",0.0484127499163546,0.142937263536309,0,0,22.3595505617978,67.7045418329692,"S100A13"
"524","response to folic acid (GO:0051593)","1/11",0.0484127499163546,0.142937263536309,0,0,22.3595505617978,67.7045418329692,"GSN"
"525","prostate gland growth (GO:0060736)","1/11",0.0484127499163546,0.142937263536309,0,0,22.3595505617978,67.7045418329692,"IGF1"
"526","regulation of integrin-mediated signaling pathway (GO:2001044)","1/11",0.0484127499163546,0.142937263536309,0,0,22.3595505617978,67.7045418329692,"TIMP1"
"527","multicellular organism growth (GO:0035264)","2/79",0.0493511814517428,0.145156031807872,0,0,5.8538961038961,17.6131649751792,"DPYSL3;IGF1"
"528","positive regulation of epithelial cell migration (GO:0010634)","2/79",0.0493511814517428,0.145156031807872,0,0,5.8538961038961,17.6131649751792,"THBS1;TGFBR2"
"529","positive regulation of protein import into nucleus (GO:0042307)","2/80",0.0504720050849284,0.148172067858022,0,0,5.77855477855478,17.2567087702583,"TGFB3;IGF1"
"530","antigen processing and presentation of peptide antigen (GO:0048002)","3/185",0.0509918938688861,0.148258716779412,0,0,3.73777946191739,11.1239628557869,"ITGB5;SEC61G;SEC61B"
"531","cellular response to external stimulus (GO:0071496)","3/185",0.0509918938688861,0.148258716779412,0,0,3.73777946191739,11.1239628557869,"COL1A1;TNC;GAS6"
"532","retinoid metabolic process (GO:0001523)","2/81",0.0516020022961648,0.148258716779412,0,0,5.70512082853855,16.9110895107733,"ALDH1A2;LPL"
"533","embryonic skeletal system morphogenesis (GO:0048704)","2/81",0.0516020022961648,0.148258716779412,0,0,5.70512082853855,16.9110895107733,"MMP14;TGFBR2"
"534","pyrimidine-containing compound metabolic process (GO:0072527)","2/81",0.0516020022961648,0.148258716779412,0,0,5.70512082853855,16.9110895107733,"DPYSL3;NME2"
"535","regulation of reactive oxygen species metabolic process (GO:2000377)","2/81",0.0516020022961648,0.148258716779412,0,0,5.70512082853855,16.9110895107733,"THBS1;TGFBR2"
"536","intracellular receptor signaling pathway (GO:0030522)","3/186",0.0516647650417912,0.148258716779412,0,0,3.71716600716035,11.0138857742316,"ALDH1A2;FHL2;PMEPA1"
"537","negative regulation of immune system process (GO:0002683)","4/311",0.0518480978925118,0.148258716779412,0,0,2.96992652071813,8.78931052117227,"COL3A1;TGFB3;THBS1;RUNX1"
"538","negative regulation of apoptotic signaling pathway (GO:2001234)","3/187",0.052341963463584,0.148258716779412,0,0,3.69677661169415,10.9053315586414,"LMNA;IGF1;THBS1"
"539","UV protection (GO:0009650)","1/12",0.0526972386749746,0.148258716779412,0,0,20.3258426966292,59.8228621276092,"MFAP4"
"540","neuronal ion channel clustering (GO:0045161)","1/12",0.0526972386749746,0.148258716779412,0,0,20.3258426966292,59.8228621276092,"MTCH1"
"541","regulation of tolerance induction (GO:0002643)","1/12",0.0526972386749746,0.148258716779412,0,0,20.3258426966292,59.8228621276092,"TGFBR2"
"542","glomerular filtration (GO:0003094)","1/12",0.0526972386749746,0.148258716779412,0,0,20.3258426966292,59.8228621276092,"CD34"
"543","mature B cell differentiation (GO:0002335)","1/12",0.0526972386749746,0.148258716779412,0,0,20.3258426966292,59.8228621276092,"LGALS1"
"544","astrocyte development (GO:0014002)","1/12",0.0526972386749746,0.148258716779412,0,0,20.3258426966292,59.8228621276092,"VIM"
"545","astrocyte differentiation (GO:0048708)","1/12",0.0526972386749746,0.148258716779412,0,0,20.3258426966292,59.8228621276092,"VIM"
"546","regulation of development, heterochronic (GO:0040034)","1/12",0.0526972386749746,0.148258716779412,0,0,20.3258426966292,59.8228621276092,"SERPINE2"
"547","regulation of platelet aggregation (GO:0090330)","1/12",0.0526972386749746,0.148258716779412,0,0,20.3258426966292,59.8228621276092,"SERPINE2"
"548","regulation of macrophage cytokine production (GO:0010935)","1/12",0.0526972386749746,0.148258716779412,0,0,20.3258426966292,59.8228621276092,"TGFB3"
"549","face development (GO:0060324)","1/12",0.0526972386749746,0.148258716779412,0,0,20.3258426966292,59.8228621276092,"ALDH1A2"
"550","peptidyl-glutamic acid carboxylation (GO:0017187)","1/12",0.0526972386749746,0.148258716779412,0,0,20.3258426966292,59.8228621276092,"GAS6"
"551","regulation of sequestering of triglyceride (GO:0010889)","1/12",0.0526972386749746,0.148258716779412,0,0,20.3258426966292,59.8228621276092,"LPL"
"552","protein carboxylation (GO:0018214)","1/12",0.0526972386749746,0.148258716779412,0,0,20.3258426966292,59.8228621276092,"GAS6"
"553","regulation of neuron apoptotic process (GO:0043523)","3/188",0.0530234772064707,0.148906799460487,0,0,3.67660764212488,10.7982720056371,"MDK;TGFB3;F2R"
"554","positive regulation of T cell activation (GO:0050870)","3/189",0.0537092941707435,0.149981686011229,0,0,3.65665554319614,10.6926795752626,"LGALS1;IGF1;TGFBR2"
"555","cellular response to lipid (GO:0071396)","4/315",0.0538620624846625,0.149981686011229,0,0,2.93112988858147,8.56279444991959,"COL1A1;ALDH1A2;DPYSL3;TNC"
"556","regulation of lipid transport (GO:0032368)","2/83",0.0538891054695853,0.149981686011229,0,0,5.56369248035915,16.2505829179253,"THBS1;RUNX1"
"557","activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919)","2/83",0.0538891054695853,0.149981686011229,0,0,5.56369248035915,16.2505829179253,"MTCH1;F2R"
"558","endoplasmic reticulum unfolded protein response (GO:0030968)","2/83",0.0538891054695853,0.149981686011229,0,0,5.56369248035915,16.2505829179253,"LMNA;KDELR3"
"559","positive regulation of innate immune response (GO:0045089)","3/190",0.0543994021197516,0.150861199092811,0,0,3.6369168356998,10.5885273698136,"COLEC12;CTSK;MMP2"
"560","negative regulation of catabolic process (GO:0009895)","3/190",0.0543994021197516,0.150861199092811,0,0,3.6369168356998,10.5885273698136,"SERPINE2;TIMP3;TIMP1"
"561","peptidyl-serine phosphorylation (GO:0018105)","2/84",0.055046007237307,0.151840940034703,0,0,5.49556541019956,15.9348642407904,"GAS6;TGFBR2"
"562","positive regulation of protein localization to nucleus (GO:1900182)","2/84",0.055046007237307,0.151840940034703,0,0,5.49556541019956,15.9348642407904,"TGFB3;IGF1"
"563","regulation of interleukin-6 production (GO:0032675)","2/84",0.055046007237307,0.151840940034703,0,0,5.49556541019956,15.9348642407904,"F2R;GAS6"
"564","cellular response to light stimulus (GO:0071482)","2/85",0.0562116741980973,0.152259890343475,0,0,5.42907995618839,15.6283168736942,"MFAP4;CRIP1"
"565","planar cell polarity pathway involved in neural tube closure (GO:0090179)","1/13",0.0569626505406045,0.152259890343475,0,0,18.6310861423221,53.3847592930295,"FZD1"
"566","chronic inflammatory response (GO:0002544)","1/13",0.0569626505406045,0.152259890343475,0,0,18.6310861423221,53.3847592930295,"THBS1"
"567","renal filtration (GO:0097205)","1/13",0.0569626505406045,0.152259890343475,0,0,18.6310861423221,53.3847592930295,"CD34"
"568","positive regulation of glycolytic process (GO:0045821)","1/13",0.0569626505406045,0.152259890343475,0,0,18.6310861423221,53.3847592930295,"IGF1"
"569","phagocytosis, engulfment (GO:0006911)","1/13",0.0569626505406045,0.152259890343475,0,0,18.6310861423221,53.3847592930295,"THBS1"
"570","negative regulation of androgen receptor signaling pathway (GO:0060766)","1/13",0.0569626505406045,0.152259890343475,0,0,18.6310861423221,53.3847592930295,"IGF1"
"571","pathway-restricted SMAD protein phosphorylation (GO:0060389)","1/13",0.0569626505406045,0.152259890343475,0,0,18.6310861423221,53.3847592930295,"TGFBR2"
"572","cellular response to antibiotic (GO:0071236)","1/13",0.0569626505406045,0.152259890343475,0,0,18.6310861423221,53.3847592930295,"CRIP1"
"573","positive regulation of protein export from nucleus (GO:0046827)","1/13",0.0569626505406045,0.152259890343475,0,0,18.6310861423221,53.3847592930295,"GAS6"
"574","lung secretory cell differentiation (GO:0061140)","1/13",0.0569626505406045,0.152259890343475,0,0,18.6310861423221,53.3847592930295,"IGF1"
"575","negative regulation of interleukin-1 production (GO:0032692)","1/13",0.0569626505406045,0.152259890343475,0,0,18.6310861423221,53.3847592930295,"GAS6"
"576","regulation of cholesterol storage (GO:0010885)","1/13",0.0569626505406045,0.152259890343475,0,0,18.6310861423221,53.3847592930295,"LPL"
"577","AMP metabolic process (GO:0046033)","1/13",0.0569626505406045,0.152259890343475,0,0,18.6310861423221,53.3847592930295,"AK1"
"578","GTP biosynthetic process (GO:0006183)","1/13",0.0569626505406045,0.152259890343475,0,0,18.6310861423221,53.3847592930295,"NME2"
"579","vascular smooth muscle contraction (GO:0014829)","1/13",0.0569626505406045,0.152259890343475,0,0,18.6310861423221,53.3847592930295,"ACTA2"
"580","branching involved in prostate gland morphogenesis (GO:0060442)","1/13",0.0569626505406045,0.152259890343475,0,0,18.6310861423221,53.3847592930295,"IGF1"
"581","regulation of natural killer cell differentiation (GO:0032823)","1/13",0.0569626505406045,0.152259890343475,0,0,18.6310861423221,53.3847592930295,"GAS6"
"582","embryonic limb morphogenesis (GO:0030326)","2/86",0.0573860060429652,0.152342679290128,0,0,5.36417748917749,15.3305768168764,"FBN2;ALDH1A2"
